12 167
0.118604 0.553719 0.585938
0.419393 0.305557 0.589844
0.819889 0.530934 0.59375
0.649325 0.262231 0.597656
0.354669 0.403233 0.601562
0.997825 0.182231 0.605469
0.661295 0.682907 0.609375
0.237072 0.668707 0.613281
0.528043 0.886675 0.617188
0.325375 0.819078 0.621094
0.508486 0.646493 0.625
0.350799 0.220619 0.628906
0.709322 0.234831 0.632812
0.996213 0.986533 0.636719
0.592179 0.782044 0.640625
0.0299284 0.842066 0.644531
0.0138133 0.306356 0.648438
0.0972017 0.372878 0.652344
0.880774 0.164673 0.65625
0.765512 0.223597 0.660156
0.922252 0.535772 0.664062
0.880853 0.367662 0.667969
0.840101 0.0525778 0.671875
0.909833 0.942873 0.675781
0.464616 0.196567 0.679688
0.705176 0.0508681 0.683594
0.24693 0.0774633 0.6875
0.299789 0.936593 0.691406
0.349215 0.61198 0.695312
0.646721 0.898919 0.699219
0.516117 0.527457 0.703125
0.393842 0.726654 0.707031
0.837077 0.845683 0.710938
0.374867 0.109975 0.714844
0.0704011 0.177035 0.71875
0.276582 0.476184 0.722656
0.934834 0.475656 0.726562
0.0416139 0.671096 0.730469
0.10109 0.757286 0.734375
0.682994 0.784897 0.738281
0.292789 0.289135 0.742188
0.0615976 0.0592677 0.746094
0.693552 0.388531 0.75
0.3207 0.561951 0.753906
0.515824 0.105079 0.757812
0.617183 0.0992759 0.761719
0.307192 0.679187 0.765625
0.769492 0.341089 0.769531
0.991069 0.326162 0.773438
0.902813 0.836456 0.777344
0.78618 0.996945 0.78125
0.649634 0.611015 0.785156
0.344483 0.870471 0.789062
0.802464 0.888558 0.792969
0.131725 0.267873 0.796875
0.538525 0.591217 0.800781
0.652991 0.488984 0.804688
0.316932 0.112444 0.808594
0.399354 0.517142 0.8125
0.277246 0.0299921 0.816406
0.229556 0.591299 0.820312
0.128333 0.0123621 0.824219
0.606592 0.580282 0.828125
0.479212 0.942335 0.832031
0.475426 0.143878 0.835938
0.931251 0.792548 0.839844
0.589702 0.423949 0.84375
0.930386 0.268766 0.847656
0.0486101 0.735356 0.851562
0.0263258 0.121392 0.855469
0.124843 0.856865 0.859375
0.29548 0.771828 0.863281
0.724839 0.591469 0.867188
0.313242 0.997209 0.871094
0.040998 0.946985 0.875
0.385494 0.00600453 0.878906
0.22576 0.766571 0.882812
0.445194 0.811322 0.886719
0.886487 0.730926 0.890625
0.733548 0.81011 0.894531
0.609138 0.694757 0.898438
0.532705 0.320023 0.902344
0.632697 0.83371 0.90625
0.829444 0.476616 0.910156
0.194634 0.0693197 0.914062
0.927152 0.881966 0.917969
0.218109 0.501783 0.921875
0.141204 0.903105 0.925781
0.452007 0.0397135 0.929688
0.904265 0.11888 0.933594
0.702689 0.136497 0.9375
0.658235 0.996292 0.941406
0.472322 0.311597 0.945312
0.354384 0.352354 0.949219
0.709104 0.697787 0.953125
0.201029 0.320883 0.957031
0.105444 0.948642 0.960938
0.135715 0.452561 0.964844
0.0335282 0.220222 0.96875
0.0341277 0.485011 0.972656
0.544615 0.933364 0.976562
0.99364 0.645817 0.980469
0.207734 0.710492 0.984375
0.451518 0.554551 0.988281
0.116049 0.192299 0.992188
0.0570959 0.59271 0.996094
80 130
0.326147 0.267202 0
0.837948 0.779255 0.00390625
0.690256 0.123135 0.0078125
0.477291 0.660376 0.0117188
0.128803 0.561458 0.015625
0.851014 0.37425 0.0195312
0.146293 0.896726 0.0234375
0.528302 0.996861 0.0273438
0.704515 0.555905 0.03125
0.060332 0.210108 0.0351562
0.97338 0.163554 0.0390625
0.523016 0.341836 0.0429688
0.895169 0.604468 0.046875
0.339449 0.900321 0.0507812
0.179411 0.395024 0.0546875
0.887578 0.949691 0.0585938
0.0180935 0.713077 0.0625
0.657481 0.724569 0.0664062
0.692621 0.897469 0.0703125
0.0146242 0.471477 0.0742188
0.320094 0.0812544 0.078125
0.194926 0.734434 0.0820312
0.561522 0.502435 0.0859375
0.379098 0.483549 0.0898438
0.525295 0.156138 0.09375
0.323634 0.64553 0.0976562
0.677403 0.325853 0.101562
0.521452 0.842145 0.105469
0.159634 0.0742786 0.109375
0.983404 0.772196 0.113281
0.388067 0.771072 0.117188
0.00805779 0.32705 0.121094
0.198402 0.24836 0.125
0.0174236 0.0189887 0.128906
0.98936 0.485979 0.132812
0.811972 0.0893249 0.136719
0.943096 0.295704 0.140625
0.251511 0.502642 0.144531
0.296288 0.38608 0.148438
0.777773 0.245559 0.152344
0.754144 0.999546 0.15625
0.0548241 0.979323 0.160156
0.251629 0.976104 0.164062
0.440226 0.234652 0.167969
0.404681 0.367367 0.171875
0.601523 0.63755 0.175781
0.744546 0.454035 0.179688
0.112865 0.672405 0.183594
0.770522 0.670311 0.1875
0.857716 0.48122 0.191406
0.984115 0.0573815 0.195312
0.423653 0.105147 0.199219
0.997567 0.965301 0.203125
0.664674 0.222968 0.207031
0.599608 0.0693835 0.210938
0.454139 0.560368 0.214844
0.872135 0.205971 0.21875
0.0415797 0.859336 0.222656
0.0120982 0.581106 0.226562
0.778997 0.867728 0.230469
0.229913 0.827746 0.234375
0.997257 0.652893 0.238281
0.116897 0.3035 0.242188
0.293041 0.744985 0.246094
0.971276 0.394031 0.25
0.999457 0.86588 0.253906
0.352967 0.172807 0.257812
0.441495 0.931314 0.261719
0.565356 0.739884 0.265625
0.24691 0.148359 0.269531
0.0778117 0.41112 0.273438
0.153825 0.169949 0.277344
0.0677434 0.112715 0.28125
0.105473 0.768858 0.285156
0.590008 0.912881 0.289062
0.468941 0.428202 0.292969
0.639354 0.433868 0.296875
0.906645 0.855868 0.300781
0.241159 0.596331 0.304688
0.795602 0.581991 0.308594
0.658351 0.810735 0.3125
0.594225 0.287723 0.316406
0.141222 0.999265 0.320312
0.439311 0.845187 0.324219
0.402838 0.0162212 0.328125
0.863451 0.685479 0.332031
0.135423 0.475346 0.335938
0.48929 0.0645111 0.339844
0.656198 0.0150147 0.34375
0.97907 0.571616 0.347656
0.830223 0.0108452 0.351562
0.861094 0.286544 0.355469
0.905973 0.101453 0.359375
0.797829 0.172154 0.363281
0.643779 0.988211 0.367188
0.381884 0.997011 0.371094
0.359874 0.568972 0.375
0.625911 0.555178 0.378906
0.212959 0.320732 0.382812
0.697022 0.656029 0.386719
0.605107 0.14761 0.390625
0.396868 0.679355 0.394531
0.767146 0.365589 0.398438
0.488774 0.774028 0.402344
0.757095 0.779965 0.40625
0.594458 0.842344 0.410156
0.565352 0.413921 0.414062
0.519068 0.243483 0.417969
0.188594 0.65681 0.421875
0.33936 0.825997 0.425781
0.253089 0.684631 0.429688
0.454132 0.308499 0.433594
0.913788 0.0288396 0.4375
0.541575 0.576078 0.441406
0.727143 0.180203 0.445312
0.319489 0.982131 0.449219
0.247449 0.897056 0.453125
0.937872 0.695467 0.457031
0.234342 0.066471 0.460938
0.833211 0.997724 0.464844
0.898549 0.752524 0.46875
0.991864 0.236163 0.472656
0.735962 0.0756433 0.476562
0.149919 0.823716 0.480469
0.515639 0.918213 0.484375
0.388935 0.280123 0.488281
0.341635 0.333721 0.492188
0.0634647 0.53217 0.496094
0.673703 0.494158 0.5
0.90154 0.534695 0.503906
0.709147 0.398608 0.507812
0.459282 0.161298 0.511719
0.809255 0.929781 0.515625
0.129311 0.234912 0.519531
0.613967 0.354249 0.523438
0.268163 0.227928 0.527344
0.926003 0.455417 0.53125
0.591244 0.214125 0.535156
0.0830997 0.608249 0.539062
0.291346 0.558116 0.542969
0.304327 0.462859 0.546875
0.548393 0.683409 0.550781
0.794248 0.508414 0.554688
0.710062 0.959369 0.558594
0.459428 0.995016 0.5625
0.193232 0.549772 0.566406
0.23085 0.437849 0.570312
0.498718 0.518845 0.574219
0.185674 0.953204 0.578125
0.926405 0.997616 0.582031
0.715432 0.833671 0.585938
0.714909 0.268864 0.589844
0.837814 0.844252 0.59375
0.445165 0.721885 0.597656
0.0422901 0.793293 0.601562
0.0869618 0.0497586 0.605469
0.951976 0.915161 0.609375
0.0753642 0.7186 0.613281
0.36778 0.420082 0.617188
0.332958 0.519172 0.621094
0.812426 0.718964 0.625
0.348612 0.724453 0.628906
0.0953343 0.933693 0.632812
0.272696 0.296198 0.636719
0.912897 0.161226 0.640625
0.79777 0.30335 0.644531
0.809638 0.419665 0.648438
0.721463 0.717328 0.652344
0.540638 0.095944 0.65625
0.999288 0.713445 0.660156
0.518218 0.461148 0.664062
0.0535641 0.276542 0.667969
0.0738572 0.345762 0.671875
0.442155 0.4958 0.675781
0.43378 0.622055 0.679688
0.19404 0.121541 0.683594
0.932035 0.353135 0.6875
0.158137 0.34319 0.691406
0.839524 0.62063 0.695312
0.0738486 0.469298 0.699219
0.617394 0.765056 0.703125
0.139872 0.620077 0.707031
0.740733 0.604204 0.710938
0.286825 0.0364033 0.714844
0.661729 0.607648 0.71875
0.95988 0.824946 0.722656
0.290299 0.857718 0.726562
0.5871 0.97249 0.730469
0.855203 0.137895 0.734375
0.558371 0.798067 0.738281
0.665265 0.071879 0.742188
0.39366 0.883139 0.746094
0.056192 0.65629 0.75
0.19067 0.49201 0.753906
0.3778 0.624608 0.757812
0.243534 0.768045 0.761719
0.618466 0.484826 0.765625
0.644605 0.930859 0.769531
0.0950082 0.870857 0.773438
0.198161 0.0158746 0.777344
0.999002 0.330143 0.78125
0.932421 0.219062 0.785156
0.0138919 0.122388 0.789062
0.208301 0.188753 0.792969
0.317483 0.132698 0.796875
0.471572 0.371245 0.800781
0.748433 0.912839 0.804688
0.883985 0.331798 0.808594
0.86198 0.0566584 0.8125
0.845498 0.54242 0.816406
0.606748 0.692678 0.820312
0.870188 0.425643 0.824219
0.121626 0.118215 0.828125
0.936287 0.640845 0.832031
0.379805 0.0663756 0.835938
0.640296 0.876795 0.839844
0.515205 0.728096 0.84375
0.242835 0.382364 0.847656
0.476047 0.883802 0.851562
0.704086 0.780469 0.855469
0.732527 0.317751 0.859375
0.0357223 0.925652 0.863281
0.197648 0.902016 0.867188
0.859489 0.907337 0.871094
0.441741 0.791447 0.875
0.0224171 0.408661 0.878906
0.15816 0.773633 0.882812
0.952955 0.524067 0.886719
0.385465 0.226047 0.890625
0.410941 0.442716 0.894531
0.493994 0.598493 0.898438
0.975446 0.11337 0.902344
0.100257 0.171701 0.90625
0.879336 0.805441 0.910156
0.750698 0.5356 0.914062
0.655034 0.277426 0.917969
0.378351 0.939114 0.921875
0.781792 0.0418528 0.925781
0.769147 0.126506 0.929688
0.118211 0.37703 0.933594
0.408137 0.174742 0.9375
0.128026 0.721061 0.941406
0.313789 0.206426 0.945312
0.288077 0.804353 0.949219
0.292829 0.928951 0.953125
0.545584 0.630591 0.957031
0.166437 0.293699 0.960938
0.375713 0.125314 0.964844
0.629048 0.106582 0.96875
0.406456 0.535935 0.972656
0.0130477 0.531004 0.976562
0.894287 0.249572 0.980469
0.271726 0.637898 0.984375
0.483208 0.20692 0.988281
0.433094 0.0557263 0.992188
0.657935 0.166015 0.996094
110 72
0.510469 0.454019 0
0.0786484 0.364047 0.00390625
0.445224 0.878923 0.0078125
0.834125 0.911737 0.0117188
0.956263 0.375273 0.015625
0.591457 0.2115 0.0195312
0.186022 0.076462 0.0234375
0.00348142 0.751748 0.0273438
0.422292 0.657605 0.03125
0.21947 0.922762 0.0351562
0.949823 0.145849 0.0390625
0.651465 0.742923 0.0429688
0.750376 0.48553 0.046875
0.896315 0.644338 0.0507812
0.280938 0.417922 0.0546875
0.216569 0.598371 0.0585938
0.657673 0.0184973 0.0625
0.24581 0.265928 0.0664062
0.487229 0.0513349 0.0703125
0.808774 0.0641083 0.0742188
0.738379 0.292573 0.078125
0.413364 0.299724 0.0820312
0.666692 0.938023 0.0859375
0.998004 0.844774 0.0898438
0.295814 0.743555 0.09375
0.571277 0.572944 0.0976562
0.101301 0.5041 0.101562
0.993288 0.995632 0.105469
0.170283 0.794643 0.109375
0.766718 0.65911 0.113281
0.325024 0.0678302 0.117188
0.338231 0.538415 0.121094
0.368284 0.973483 0.125
0.891722 0.491905 0.128906
0.857214 0.781897 0.132812
0.86962 0.287742 0.136719
0.701691 0.145322 0.140625
0.0593753 0.0962391 0.144531
0.501478 0.759783 0.148438
0.50858 0.995909 0.152344
0.98885 0.25961 0.15625
0.472693 0.182716 0.160156
0.108138 0.224407 0.164062
0.537508 0.325949 0.167969
0.0946173 0.913334 0.171875
0.342473 0.179147 0.175781
0.322156 0.870075 0.179688
0.672079 0.605564 0.183594
0.0432428 0.616214 0.1875
0.634309 0.470112 0.191406
0.581653 0.839678 0.195312
0.176475 0.333693 0.199219
0.12379 0.695505 0.203125
0.818973 0.170465 0.207031
0.397966 0.791144 0.210938
0.762683 0.819238 0.214844
0.978048 0.56895 0.21875
0.383306 0.43469 0.222656
0.108626 0.0196176 0.226562
0.222816 0.503287 0.230469
0.801294 0.403854 0.234375
0.649968 0.372321 0.238281
0.210795 0.171104 0.242188
0.328887 0.638726 0.246094
0.58665 0.676551 0.25
0.890739 0.00902615 0.253906
0.58008 0.0968291 0.257812
0.983189 0.744192 0.261719
0.159853 0.428147 0.265625
0.819739 0.547334 0.269531
0.439642 0.528854 0.273438
0.921627 0.949364 0.277344
0.746341 0.975983 0.28125
0.325629 0.321821 0.285156
0.248642 0.820986 0.289062
0.614443 0.995318 0.292969
0.968329 0.459261 0.296875
0.407216 0.115717 0.300781
0.28663 0.998213 0.304688
0.971429 0.664564 0.308594
0.21475 0.718341 0.3125
0.0800332 0.996874 0.316406
0.540964 0.91805 0.320312
0.169999 0.99547 0.324219
0.6632 0.854298 0.328125
0.821276 0.995137 0.332031
0.623051 0.290608 0.335938
0.740513 0.745025 0.339844
0.0973005 0.771017 0.34375
0.497153 0.634452 0.347656
0.725372 0.0590399 0.351562
0.729372 0.894632 0.355469
0.904355 0.848821 0.359375
0.130308 0.132437 0.363281
0.486334 0.26361 0.367188
0.133369 0.585194 0.371094
0.834194 0.696151 0.375
0.451107 0.397845 0.378906
0.723939 0.41403 0.382812
0.0304983 0.192166 0.386719
0.740103 0.215709 0.390625
0.0102644 0.924537 0.394531
0.382064 0.718683 0.398438
0.730328 0.550303 0.402344
0.884707 0.11383 0.40625
0.949281 0.0658547 0.410156
0.578635 0.762172 0.414062
0.886496 0.387929 0.417969
0.0503621 0.440745 0.421875
0.919288 0.229874 0.425781
0.537911 0.160906 0.429688
0.410141 0.0359854 0.433594
0.987693 0.919425 0.4375
0.312777 0.251353 0.441406
0.806606 0.326533 0.445312
0.382523 0.593691 0.449219
0.892846 0.563845 0.453125
0.567747 0.402738 0.457031
0.253019 0.098891 0.460938
0.173025 0.252412 0.464844
0.0737092 0.836341 0.46875
0.445154 0.957223 0.472656
0.245977 0.352037 0.476562
0.165634 0.87882 0.480469
0.0640772 0.284754 0.484375
0.253336 0.657975 0.488281
0.40024 0.222416 0.492188
0.381755 0.364685 0.496094
0.0216588 0.506035 0.5
0.0430416 0.692886 0.503906
0.653241 0.0948947 0.507812
0.494107 0.566077 0.511719
0.762037 0.12486 0.515625
0.329826 0.796818 0.519531
0.803564 0.255974 0.523438
0.648057 0.535435 0.527344
0.495834 0.826009 0.53125
0.677011 0.235588 0.535156
0.0195695 0.343076 0.539062
0.913103 0.731029 0.542969
0.69379 0.690303 0.546875
0.285959 0.48497 0.550781
0.562934 0.491965 0.554688
0.168052 0.642982 0.558594
0.635488 0.162134 0.5625
0.455854 0.712071 0.566406
0.269944 0.182666 0.570312
0.937691 0.296397 0.574219
0.469174 0.333862 0.578125
0.563393 0.269589 0.582031
0.38087 0.902067 0.585938
0.220257 0.426035 0.589844
0.615396 0.904614 0.59375
0.826325 0.611477 0.597656
0.826841 0.847666 0.601562
0.856746 0.221345 0.605469
0.285901 0.919915 0.609375
0.828209 0.478686 0.613281
0.689369 0.798771 0.617188
0.562648 0.0372162 0.621094
0.937782 0.786836 0.625
0.589108 0.349873 0.628906
0.290757 0.577373 0.632812
0.523543 0.218799 0.636719
0.984541 0.198095 0.640625
0.489425 0.11721 0.644531
0.720913 0.35317 0.648438
0.0720846 0.559946 0.652344
0.753112 0.602801 0.65625
0.125007 0.297878 0.660156
0.00415477 0.119027 0.664062
0.0349878 0.0350094 0.667969
0.994958 0.512075 0.671875
0.998294 0.101465 0.675781
0.228359 0.982068 0.679688
0.600633 0.620732 0.683594
0.69576 0.479575 0.6875
0.100429 0.637411 0.691406
0.15322 0.939887 0.695312
0.899511 0.168961 0.699219
0.169881 0.5278 0.703125
0.362901 0.278271 0.707031
0.513347 0.382571 0.710938
0.324272 0.380141 0.714844
0.99888 0.317 0.71875
0.878379 0.984494 0.722656
0.534606 0.707296 0.726562
0.345932 0.480481 0.730469
0.796864 0.743923 0.734375
0.424283 0.472287 0.738281
0.328917 0.69378 0.742188
0.233945 0.0416738 0.746094
0.509941 0.514741 0.75
0.0722786 0.14981 0.753906
0.677387 0.317275 0.757812
0.370648 0.843212 0.761719
0.686378 0.993962 0.765625
0.00661544 0.404762 0.769531
0.620549 0.800024 0.773438
0.940808 0.611808 0.777344
0.309367 0.121065 0.78125
0.935214 0.897101 0.785156
0.126764 0.840343 0.789062
0.560574 0.976296 0.792969
0.15594 0.196547 0.796875
0.918125 0.446219 0.800781
0.378159 0.0747142 0.804688
0.618209 0.055453 0.808594
0.640399 0.665404 0.8125
0.266181 0.871391 0.816406
0.449299 0.606586 0.820312
0.873147 0.0610922 0.824219
0.669432 0.425682 0.828125
0.10214 0.445999 0.832031
0.449059 0.805453 0.835938
0.499216 0.88105 0.839844
0.125957 0.0726064 0.84375
0.0454875 0.78971 0.847656
0.137219 0.370152 0.851562
0.0482227 0.890522 0.855469
0.782942 0.92817 0.859375
0.934201 0.524334 0.863281
0.85689 0.339334 0.867188
0.217901 0.78041 0.871094
0.419073 0.165585 0.875
0.987062 0.797626 0.878906
0.334622 0.9317 0.882812
0.767368 0.0261627 0.886719
0.389639 0.516727 0.890625
0.776393 0.869472 0.894531
0.714524 0.641261 0.898438
0.941479 0.00810703 0.902344
0.447286 0.0844599 0.90625
0.163155 0.732343 0.910156
0.888595 0.915716 0.914062
0.832867 0.114169 0.917969
0.91016 0.342845 0.921875
0.203428 0.293427 0.925781
0.195725 0.836773 0.929688
0.160413 0.47932 0.933594
0.585409 0.163403 0.9375
0.0565563 0.946211 0.941406
0.547979 0.637684 0.945312
0.355194 0.0264469 0.949219
0.997494 0.412213 0.953125
0.804531 0.793413 0.957031
0.252396 0.54405 0.960938
0.997602 0.0459072 0.964844
0.616832 0.422007 0.96875
0.991203 0.617539 0.972656
0.186215 0.127876 0.976562
0.543845 0.80503 0.980469
0.455546 0.0117594 0.984375
0.59914 0.525721 0.988281
0.768892 0.173172 0.992188
0.865037 0.441869 0.996094
131 24
0.123628 0.476422 0
0.952608 0.457447 0.00390625
0.819937 0.865311 0.0078125
0.197235 0.0594159 0.0117188
0.0357265 0.972578 0.015625
0.455339 0.0923778 0.0195312
0.526356 0.51055 0.0234375
0.924823 0.140961 0.0273438
0.958498 0.689971 0.03125
0.658001 0.0251009 0.0351562
0.30303 0.959479 0.0390625
0.552115 0.802663 0.0429688
0.437812 0.307164 0.046875
0.356713 0.709909 0.0507812
0.663388 0.319981 0.0546875
0.705184 0.643611 0.0585938
0.166943 0.81163 0.0625
0.0983636 0.239853 0.0664062
0.972829 0.986921 0.0703125
0.675795 0.96283 0.0742188
0.262204 0.314249 0.078125
0.727122 0.481817 0.0820312
0.232031 0.638389 0.0859375
0.458093 0.993774 0.0898438
0.390987 0.445482 0.09375
0.754318 0.183722 0.0976562
0.856623 0.319262 0.101562
0.293101 0.154292 0.105469
0.482125 0.672606 0.109375
0.401463 0.561784 0.113281
0.844656 0.595144 0.117188
0.999088 0.306762 0.121094
0.818566 0.997161 0.125
0.545947 0.215152 0.128906
0.0525985 0.110438 0.132812
0.944191 0.848074 0.136719
0.434176 0.79481 0.140625
0.807059 0.738006 0.144531
0.0331854 0.60132 0.148438
0.68185 0.797246 0.152344
0.282533 0.844235 0.15625
0.278156 0.513049 0.160156
0.606023 0.414894 0.164062
0.0671353 0.714236 0.167969
0.167779 0.94413 0.171875
0.645434 0.164477 0.175781
0.174496 0.381974 0.179688
0.478833 0.897325 0.183594
0.567523 0.989625 0.1875
0.0699243 0.391446 0.191406
0.406243 0.200311 0.195312
0.830094 0.469013 0.199219
0.619608 0.878314 0.203125
0.492782 0.404317 0.207031
0.981489 0.577492 0.210938
0.599766 0.613699 0.214844
0.187198 0.196258 0.21875
0.0551697 0.83377 0.222656
0.554242 0.318559 0.226562
0.551527 0.109022 0.230469
0.251963 0.751705 0.234375
0.356084 0.356815 0.238281
0.14433 0.652107 0.242188
0.364139 0.0424811 0.246094
0.383377 0.865563 0.25
0.633495 0.503574 0.253906
0.758896 0.0829418 0.257812
0.616732 0.737886 0.261719
0.895036 0.928425 0.265625
0.846889 0.192558 0.269531
0.748876 0.373407 0.273438
0.786457 0.267393 0.277344
0.340098 0.263157 0.28125
0.853877 0.0859673 0.285156
0.994482 0.199771 0.289062
0.924062 0.257282 0.292969
0.303765 0.593742 0.296875
0.1911 0.534974 0.300781
0.26469 0.412085 0.304688
0.716853 0.881142 0.308594
0.151116 0.302538 0.3125
0.10825 0.0169807 0.316406
0.0315539 0.502648 0.320312
0.926005 0.370015 0.324219
0.735452 0.565488 0.328125
0.697201 0.252833 0.332031
0.131855 0.134273 0.335938
0.99613 0.0710566 0.339844
0.91479 0.768899 0.34375
0.363405 0.127862 0.347656
0.890134 0.524912 0.351562
0.115441 0.559234 0.355469
0.865132 0.686543 0.359375
0.453261 0.489447 0.363281
0.735325 0.718451 0.367188
0.282716 0.0751152 0.371094
0.920265 0.052476 0.375
0.994551 0.77609 0.378906
0.997302 0.910931 0.382812
0.260959 0.236464 0.386719
0.498894 0.588348 0.390625
0.394596 0.644132 0.394531
0.91948 0.619976 0.398438
0.794114 0.652147 0.402344
0.61143 0.264453 0.40625
0.762518 0.808457 0.410156
0.357361 0.791042 0.414062
0.680447 0.412157 0.417969
0.372603 0.98693 0.421875
0.490555 0.162154 0.425781
0.750052 0.955737 0.429688
0.470771 0.237494 0.433594
0.991703 0.39681 0.4375
0.0964831 0.910643 0.441406
0.305135 0.664232 0.445312
0.222904 0.893226 0.449219
0.495121 0.754902 0.453125
0.191472 0.454986 0.457031
0.824737 0.399785 0.460938
0.55049 0.696869 0.464844
0.634067 0.0901422 0.46875
0.181455 0.735088 0.472656
0.103765 0.768409 0.476562
0.0797777 0.319032 0.480469
0.658227 0.579422 0.484375
0.216051 0.134733 0.488281
0.228992 0.973468 0.492188
0.711907 0.131779 0.496094
0.86905 0.821124 0.5
0.53004 0.0393868 0.503906
0.335904 0.906682 0.507812
0.545928 0.89073 0.511719
0.106495 0.978498 0.515625
0.345867 0.494797 0.519531
0.798632 0.533635 0.523438
0.161746 0.876 0.527344
0.581562 0.552602 0.53125
0.902356 0.424652 0.535156
0.0730091 0.648993 0.539062
0.068617 0.176309 0.542969
0.544691 0.444602 0.546875
0.646339 0.677905 0.550781
0.437337 0.733923 0.554688
0.492695 0.834891 0.558594
0.419061 0.926069 0.5625
0.994189 0.63671 0.566406
0.329389 0.427405 0.570312
0.263033 0.0195626 0.574219
0.800426 0.136737 0.578125
0.0366233 0.240756 0.582031
0.790607 0.328575 0.585938
0.817458 0.932607 0.589844
0.966224 0.520343 0.59375
0.583258 0.160067 0.597656
0.735777 0.0230531 0.601562
0.493966 0.339239 0.605469
0.210923 0.275285 0.609375
0.675463 0.734559 0.613281
0.935381 0.19996 0.617188
0.909627 0.994322 0.621094
0.614248 0.948177 0.625
0.0478009 0.0463732 0.628906
0.520208 0.945887 0.632812
0.420693 0.0483112 0.636719
0.342555 0.200896 0.640625
0.230214 0.813521 0.644531
0.426563 0.377428 0.648438
0.616383 0.806102 0.652344
0.0637091 0.452737 0.65625
0.547952 0.382661 0.660156
0.540453 0.638967 0.664062
0.120718 0.358746 0.667969
0.247446 0.467236 0.671875
0.440025 0.606175 0.675781
0.244795 0.58104 0.679688
0.426404 0.146864 0.683594
0.695892 0.193745 0.6875
0.17081 0.00358849 0.691406
0.860446 0.253189 0.695312
0.399497 0.262065 0.699219
0.130746 0.418637 0.703125
0.281027 0.899645 0.707031
0.629424 0.366105 0.710938
0.866802 0.740245 0.714844
0.311365 0.749127 0.71875
0.220651 0.692441 0.722656
0.990694 0.137357 0.726562
0.115034 0.836233 0.730469
0.132223 0.0762138 0.734375
0.17964 0.59447 0.738281
0.7725 0.424155 0.742188
0.997068 0.831048 0.746094
0.718886 0.317142 0.75
0.867195 0.139345 0.753906
0.156347 0.244965 0.757812
0.458652 0.542487 0.761719
0.816559 0.795669 0.765625
0.0149343 0.726817 0.769531
0.130315 0.721885 0.773438
0.695165 0.53163 0.777344
0.770236 0.902757 0.78125
0.860613 0.0318561 0.785156
0.0457265 0.88973 0.789062
0.94128 0.310795 0.792969
0.0553834 0.551907 0.796875
0.748181 0.615823 0.800781
0.199955 0.329254 0.804688
0.295998 0.366616 0.808594
0.125054 0.191751 0.8125
0.0318824 0.350895 0.816406
0.888762 0.876956 0.820312
0.873408 0.37429 0.824219
0.179146 0.996187 0.828125
0.347785 0.561169 0.832031
0.647235 0.221858 0.835938
0.521777 0.271348 0.839844
0.702263 0.0720861 0.84375
0.239138 0.191552 0.847656
0.322931 0.317075 0.851562
0.976256 0.255398 0.855469
0.589332 0.0428373 0.859375
0.319329 0.0140037 0.863281
0.930024 0.569084 0.867188
0.94757 0.924297 0.871094
0.799392 0.0498795 0.875
0.436291 0.86196 0.878906
0.791633 0.5908 0.882812
0.66833 0.9112 0.886719
0.0491507 0.769086 0.890625
0.109274 0.610138 0.894531
0.0106424 0.456751 0.898438
0.447756 0.433225 0.902344
0.796244 0.215976 0.90625
0.241361 0.360231 0.910156
0.401434 0.504972 0.914062
0.333432 0.851607 0.917969
0.719464 0.998439 0.921875
0.614581 0.318212 0.925781
0.900439 0.473554 0.929688
0.593553 0.660992 0.933594
0.778608 0.483362 0.9375
0.291683 0.275438 0.941406
0.675457 0.474424 0.945312
0.274823 0.703965 0.949219
0.503707 0.113789 0.953125
0.567792 0.759156 0.957031
0.372694 0.308405 0.960938
0.0868131 0.510326 0.964844
0.578414 0.48594 0.96875
0.670833 0.851998 0.972656
0.275228 0.792672 0.976562
0.959586 0.740844 0.980469
0.401521 0.0916688 0.984375
0.479 0.0458628 0.988281
0.515595 0.993153 0.992188
0.725275 0.769133 0.996094
143 318
0.903905 0.326991 0
0.675801 0.966028 0.00390625
0.288107 0.832259 0.0078125
0.327234 0.410748 0.0117188
0.327962 0.0856072 0.015625
0.968891 0.023363 0.0195312
0.998739 0.716004 0.0234375
0.541418 0.601229 0.0273438
0.118849 0.533943 0.03125
0.102263 0.968804 0.0351562
0.141685 0.292797 0.0390625
0.629608 0.372985 0.0429688
0.58358 0.163268 0.046875
0.776238 0.788305 0.0507812
0.513686 0.801987 0.0546875
0.971353 0.946077 0.0585938
0.845101 0.55908 0.0625
0.356186 0.612648 0.0664062
0.464106 0.293221 0.0703125
0.415817 0.964557 0.0742188
0.831065 0.143241 0.078125
0.694005 0.508865 0.0820312
0.203542 0.676105 0.0859375
0.0317518 0.184119 0.0898438
0.999533 0.491434 0.09375
0.510486 0.0491024 0.0976562
0.494999 0.45542 0.101562
0.758065 0.315271 0.105469
0.149028 0.131822 0.109375
0.692481 0.662387 0.113281
0.978331 0.149214 0.117188
0.805956 0.982508 0.121094
0.127837 0.833227 0.125
0.283731 0.968296 0.128906
0.543817 0.959208 0.132812
0.646392 0.810056 0.136719
0.32618 0.209143 0.140625
0.253571 0.520605 0.144531
0.71548 0.195072 0.148438
0.860079 0.874821 0.152344
0.401718 0.845939 0.15625
0.25386 0.299386 0.160156
0.376514 0.733111 0.164062
0.437022 0.183936 0.167969
0.166104 0.418666 0.171875
